TITLE = "FUNC"
VARIABLES = "X", "Y", "F"
ZONE I=76, J=101, F=POINT
 0.0000000000000e+00  0.0000000000000e+00  1.9997596305236e+00
 6.6666666666667e-03  0.0000000000000e+00  1.9997596305236e+00
 1.3333333333333e-02  0.0000000000000e+00  1.9997596305236e+00
 2.0000000000000e-02  0.0000000000000e+00  1.9997596305236e+00
 2.6666666666667e-02  0.0000000000000e+00  1.9997596305236e+00
 3.3333333333333e-02  0.0000000000000e+00  1.9997596305236e+00
 4.0000000000000e-02  0.0000000000000e+00  1.9997596305236e+00
 4.6666666666667e-02  0.0000000000000e+00  1.9997596305236e+00
 5.3333333333333e-02  0.0000000000000e+00  1.9997596305236e+00
 6.0000000000000e-02  0.0000000000000e+00  1.9997596305236e+00
 6.6666666666667e-02  0.0000000000000e+00  1.9997596305236e+00
 7.3333333333333e-02  0.0000000000000e+00  1.9997596305236e+00
 8.0000000000000e-02  0.0000000000000e+00  1.9997596305236e+00
 8.6666666666667e-02  0.0000000000000e+00  1.9997596305236e+00
 9.3333333333333e-02  0.0000000000000e+00  1.9997596305236e+00
 1.0000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 1.0666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 1.1333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 1.2000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 1.2666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 1.3333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 1.4000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 1.4666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 1.5333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 1.6000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 1.6666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 1.7333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 1.8000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 1.8666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 1.9333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 2.0000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 2.0666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 2.1333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 2.2000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 2.2666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 2.3333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 2.4000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 2.4666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 2.5333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 2.6000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 2.6666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 2.7333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 2.8000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 2.8666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 2.9333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 3.0000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 3.0666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 3.1333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 3.2000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 3.2666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 3.3333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 3.4000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 3.4666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 3.5333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 3.6000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 3.6666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 3.7333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 3.8000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 3.8666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 3.9333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 4.0000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 4.0666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 4.1333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 4.2000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 4.2666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 4.3333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 4.4000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 4.4666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 4.5333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 4.6000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 4.6666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 4.7333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 4.8000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 4.8666666666667e-01  0.0000000000000e+00  1.9997596305236e+00
 4.9333333333333e-01  0.0000000000000e+00  1.9997596305236e+00
 5.0000000000000e-01  0.0000000000000e+00  1.9997596305236e+00
 0.0000000000000e+00  1.0000000000000e-02                 -nan
 6.6666666666667e-03  1.0000000000000e-02                 -nan
